I_ID,I_IM_ID,I_NAME,I_PRICE,I_DATA,
167912,121882,Item171,47036,5be881c3-d880-4565-815f-fa78b7be58d3,
2435,121537,Item172,44232,6a62375f-6710-4d0f-88a0-5d4b1e209363,
14323,10053,Item173,32839,5bd9bd22-9898-4b7a-8479-0f581b368328,
64667,126379,Item174,36737,e5997ed4-c679-4181-812b-89b9e38fa0b4,
30129,50715,Item175,33891,73e29218-87cb-4101-8815-7765db0bf5b2,
154927,119861,Item176,73388,ef6698fc-1c8b-4967-9db1-ec7b4ec76cbc,
114473,91522,Item177,73666,d7e08222-67ac-4a77-8026-43a8b26eff12,
13544,135377,Item178,80276,41e6e7f8-4491-4bd0-a445-91da0e2902b5,
37765,135339,Item179,57494,6f22a122-f982-4e46-a9c1-80c991b1b601,
113225,81615,Item180,75714,97312a62-19e7-4949-84f5-b054bee3fc92,
130098,14462,Item181,40835,2003913c-ec92-43aa-b32d-a6740659256c,
89396,95151,Item182,24855,122ae7c7-8db7-45c1-a51b-d2c91d56e707,
93238,175310,Item183,92447,a1b42f69-ed51-45a6-b410-897d650f3929,
119763,128600,Item184,98459,76c2c60b-63d6-41c2-a92b-5481c8a9597c,
94388,10377,Item185,85955,ed1b4e9f-ff3d-4d71-a80b-0a219e3ec409,
154403,66162,Item186,71042,b9211f12-7062-4360-a714-1bb6e66e3587,
177006,144311,Item187,57390,1eeef5c4-8854-419b-972e-9459e311e425,
105102,87773,Item188,87358,5b2c4489-c91f-47b0-991d-6ab936968abe,
21542,35824,Item189,22237,4455f730-3439-47d0-9d7a-184d360fe498,
95924,144905,Item190,77484,8df3e890-ad37-422c-ba78-e9bf426d85b8,
182282,196508,Item191,34712,947102fd-54b5-47f9-a9f2-d6d692f48b6e,
151674,185803,Item192,45042,4ebecb18-e94d-42bd-9596-2c55ab5dcb89,
43829,5343,Item193,34642,36bc5ec3-d2e5-4cb6-9583-383d2bec1031,
30501,174213,Item194,31079,350f12b8-f417-4805-8cee-ebe3850ae812,
13564,69755,Item195,55117,097a5630-455b-4350-a5ac-0dc742059ecc,
193313,110289,Item196,65996,c1d8fe1b-d5c6-4fd6-804a-d31ab37f6154,
79352,160388,Item197,82535,16f75adb-cb9a-48e8-9292-e304f83163fd,
25687,90168,Item198,82230,a9703444-f758-453c-8e3e-dd1dd3aed09e,
102326,39781,Item199,11763,50eee49d-2ef9-4a42-906b-9049ac78dc75,
95570,64676,Item200,72159,52746338-733b-4c10-a859-6afbc773e800,
123824,80866,Item201,73766,8c7dde4c-def6-463b-9584-f65a40facd2a,
28582,189019,Item202,45249,ad5a6fb3-ec8f-4ef7-950b-495e0216751c,
187227,98475,Item203,63449,be1ce138-c80b-450c-be58-752acfa12a71,
26112,33209,Item204,69666,0642c50e-00c1-47bb-8d68-e1b95c429930,
6756,17926,Item205,97811,2bc7fabb-dc82-471e-973f-b753e068899e,
32326,164902,Item206,60541,fcc90e2f-5e42-4feb-acb6-115bef4efe09,
56324,104564,Item207,41477,c22d89e3-8cdd-4e9a-b840-f532d6c6b44b,
195000,67739,Item208,46465,4889823e-7b8f-4379-ab5c-f5ae2ed0f0c4,
55746,55010,Item209,29604,4096c027-0e1e-44ea-a8ef-2a082ee2b48f,
160437,42769,Item210,19621,5e7ce572-34ab-4b03-b797-cfa4caa64854,
155256,86416,Item211,90129,1f3a2a46-8c31-40a4-beab-0ee76ec72817,
21385,9948,Item212,82589,eb089e84-22f9-4da1-867e-a2c9c4dec968,
172167,88715,Item213,24975,8a96216a-d37b-4814-bb7a-531cb9bdc0cf,
103782,110841,Item214,36165,57a1cbbd-f7a7-4add-95da-cd5df5a619ec,
128078,64425,Item215,96500,e2949e25-dedf-4bb7-93eb-69ac8fb7444b,
166168,70595,Item216,89720,1599d6b8-5257-4007-8773-b8ab9fba8d16,
137342,161843,Item217,83251,df463a94-4186-4415-b9af-bab896f6f58a,
6051,43017,Item218,66350,a3598d5c-d370-447e-8e67-a5c85e8592d1,
76312,104340,Item219,41372,4917c72b-993c-43c7-8e07-7732b5a846e5,
59476,101634,Item220,54311,6ab7b812-7ea7-497f-a6d3-359598159032,
140365,78098,Item221,12498,c1f66450-2a54-44fc-bbf8-92fb93edc233,
61067,194052,Item222,29523,1ae5c740-e973-4278-81c4-39be9e540002,
197038,13135,Item223,39218,0d66a4a5-8370-4f53-8c7b-bfe3614261c9,
147230,17540,Item224,59075,468cd587-1fa9-42bd-bb7e-a6a07e6162e0,
147075,81186,Item225,88108,dec2b3d6-ca4b-46f9-b74f-3b1196b61b6d,
158808,148969,Item226,35904,a65ee4dd-2295-4c58-b924-3671bb3c5dea,
92263,145430,Item227,42047,5d909e09-d525-4ab4-a24a-d1404119ad4b,
82927,48961,Item228,10884,2e880176-e24c-4599-857c-b50ed5134838,
14233,90674,Item229,56055,0fd1edd1-454a-4c12-9468-9dc54468abcb,
96980,13020,Item230,71460,cfb2841c-4e2b-4bcd-a279-9e635244d880,
29486,1192,Item231,98739,e01b9d16-511e-4c0c-8a01-3e475c7066ce,
98691,144836,Item232,19240,5e60c9b4-7015-41ba-ad38-93796304cb21,
193771,152750,Item233,67907,9e958fad-48b4-4b4d-9a3c-b5db414fc3e0,
161048,39680,Item234,81343,8228b286-46eb-4fc2-a2ce-2f9edcdfbbaf,
177378,64364,Item235,78862,8c0e61b3-ff4a-49ca-b484-6bd749276fc7,
3964,78317,Item236,58430,237b845b-a0f7-4176-93d6-34bc336de23e,
69092,186135,Item237,45988,18a02e00-10b3-4861-986b-c7a6c777d9a3,
68067,11520,Item238,62368,b23a3f9c-d6d8-4bfd-992e-4234275a28d8,
140623,57310,Item239,87461,63aae77d-8323-482c-b1b7-458f3285b918,
80670,57416,Item240,98147,fddd11b8-33d8-4b09-ac7d-8c54501a2862,
18642,181684,Item241,53461,95036bb0-a180-49d9-af4b-86687965863d,
168244,112432,Item242,21891,b75f1461-884b-4eca-ba41-7f5c2283ed88,
174454,67354,Item243,55310,6e7cb246-50a0-40f8-a8d5-269562251c41,
170483,92999,Item244,31945,c80fb374-8129-4c2b-8ed6-77e428d355f7,
11654,148795,Item245,86004,0323030c-27d7-420b-aee9-51e11e144fbe,
3088,59583,Item246,45133,9aa05fe9-a4b8-4966-b3cd-51dd492e19d1,
72114,39420,Item247,77227,71bf84f6-2a5c-4d3d-ae30-cbc9aa489891,
82804,34788,Item248,30231,6f19f7f4-0c9c-4dc1-a0be-dcbafad43422,
106673,92584,Item249,48797,b30abca8-756a-4619-b1d2-a66bc95a93b2,
30087,199590,Item250,65519,e0ec5fc9-b14d-40b9-89a5-840662633a42,
87388,122731,Item251,19677,0f942b3a-1034-44b8-b3a5-96aea3d54f20,
91330,50269,Item252,94674,ad7f3023-2ab9-4045-99b9-6df6c9888991,
45625,152820,Item253,85025,b8a4795b-8194-4e81-ac5a-7ced349c5c46,
141290,115806,Item254,42913,99614b18-0676-4001-bf41-abdbd2a55cf3,
179584,109696,Item255,57635,bda1a18b-b9d8-4e53-9787-7313e071e385,
132596,191940,Item256,63879,b9c9acb1-95d6-4f55-bc8e-e5b0ae1cae1c,
14457,138968,Item257,39820,fc5be616-484d-4c35-b119-bdb5b22ced7f,
126759,42207,Item258,72773,b1c17b9e-4718-4919-a010-da7488d66fc0,
149750,111566,Item259,79909,04640d9a-f445-4d28-bd08-94f0c5972142,
171646,175050,Item260,15948,38802f52-d8fb-477a-9688-baf52e551d7f,
175995,55223,Item261,76601,8251ce69-f076-4cff-b491-ca7fda2f7586,
63757,34315,Item262,75195,cd97acf9-7e08-4af8-aaef-8503fbc1419e,
74641,78161,Item263,81527,cc24aad1-f575-4665-9a66-c450a25e6fc5,
57961,171026,Item264,72213,20dd3cdc-59d8-49b7-aa83-217561f9a0e5,
171446,25280,Item265,71205,3cfe7e20-c614-45ac-9cf1-d48c93777d37,
148679,8649,Item266,56565,547764f4-bdf8-4590-9e9e-86ded7f64b85,
38874,187872,Item267,81610,029ecbbe-32f0-4257-9464-284b40b4b1b6,
59073,111033,Item268,97779,30a4db3b-4884-4e5a-b9cc-6223f30b76fa,
34047,98620,Item269,42801,eaf297e6-4e88-4061-b820-7f986f3f9a7a,
131108,29640,Item270,88129,468470e9-4500-4f8c-938b-a59ab0883991,
115917,109378,Item271,85203,4635fab4-d837-407a-98fb-158125d19a18,
129773,89590,Item272,28755,2d44f9cd-096c-44e2-9c5b-e921d5010cf5,
61716,148425,Item273,79644,335bbbc6-bc7a-4583-abab-616b137b9282,
57992,196549,Item274,45160,8b168e6d-7323-4daa-a343-8d372038e856,
54992,67930,Item275,47978,cf2bbf5e-8c14-443f-b65e-483558824073,
51584,159980,Item276,83134,911f6eda-ef00-489d-98f2-ad5a36915603,
155098,55811,Item277,21995,43915822-edd0-440f-8265-eb8fdf631b28,
90860,162807,Item278,97600,2640bebf-b322-453f-9c02-710ff930f151,
193682,136780,Item279,33393,81977f66-a03c-4cb0-b9c8-608ebb43ab41,
60185,121138,Item280,82097,c9fec7b5-8a0d-4c97-b33b-9aa20d03f3ce,
143216,15884,Item281,94141,1a2017e8-1626-4191-bebc-d0039dc955c7,
120096,106352,Item282,68084,3107cdab-7253-4bb2-a3f0-a5cffba3d92b,
134961,18253,Item283,62952,c87cc980-fd31-435f-a398-56ca6dbe7a41,
67731,10007,Item284,51169,049079db-dafc-4691-a9ef-937c8ae2b345,
91040,98184,Item285,42445,7a3f5c04-5c65-4559-8044-69393f7a726b,
167685,61900,Item286,56029,02e3eed8-0f65-4414-a126-041b821d3768,
102567,179159,Item287,71529,36300161-96b2-46a0-a420-679357c70d39,
82500,133829,Item288,16195,c9383b9c-5100-4fa4-8b51-cd3cfb7c04fa,
111579,147430,Item289,86500,3b42a956-9f56-4b0d-9c71-50d67d503e3f,
143478,124723,Item290,57178,2eb4b868-d4f5-46be-83d4-6e8f596448ae,
20099,161725,Item291,11371,9e40358d-5127-4eeb-8578-e671cff94066,
130094,3621,Item292,37324,b92c68c7-a105-45bd-9948-e77b74f06b45,
189671,120006,Item293,76119,ce9c27e8-3af5-41e0-919b-0d69592adfba,
199896,140399,Item294,56359,d9aec5ff-331e-478d-92df-181d320d5997,
46890,3841,Item295,30364,3fffe71c-12a4-485d-a24e-b90c107a2b52,
88385,63059,Item296,65347,680538b0-b196-409c-93e8-e9478d89edde,
165499,17496,Item297,37688,dc61c706-7755-4bcb-b6bc-fcfaa3637fb4,
116149,106125,Item298,17528,21042830-acb5-4f27-9c3a-360bdacac5b4,
147662,171457,Item299,62426,bb786823-1b85-4e8f-814f-6a81c9bc3b20,
162698,46300,Item300,88611,c53ecfb7-75df-4bfa-bd70-133f0f3ebe8b,
122877,100609,Item301,49630,9ca67a16-502d-46cc-ab01-3d992a51c107,
35400,26563,Item302,69231,4ab8a300-0e93-40f8-b441-f713599a48f6,
73174,31090,Item303,80457,ad4d165f-a893-428a-b424-017db446bcf2,
48194,143724,Item304,35498,58337925-56de-4906-b1e7-a79f9c068100,
180722,45185,Item305,88213,39fa3338-02b8-496a-8870-9766a162207d,
76950,190831,Item306,35488,95e27af6-0aca-4060-824f-d353c5fbc599,
85507,71870,Item307,15206,5d141b24-ff02-4105-a3b1-fd17bbf49e6c,
153195,106390,Item308,56951,182384fc-d298-41a8-8092-8fc934c9a38b,
95678,136507,Item309,61730,a19e03da-cc19-4665-b692-68ab19628eac,
50424,167138,Item310,51803,22f257cf-dae5-485d-ab2b-cc03dfd43582,
74333,24267,Item311,36593,f9b9206e-2d84-48ac-b8b3-20a4536f504e,
190199,177954,Item312,95945,3017d80e-de51-4164-923f-fb3e48c5efd7,
149659,89008,Item313,33212,7d199daa-0a23-4618-ba09-39027279f36a,
110015,47657,Item314,73542,582d71e2-1463-4233-87e5-db9085a19222,
179453,116551,Item315,57603,9bb8a55b-8cc7-4810-931f-d2924c8d21d0,
180583,107112,Item316,75901,0ae017bd-aa47-475b-b148-42518db8d3c5,
118186,25491,Item317,79267,282918e7-072e-4d22-99e1-ca1c64b962c6,
104295,18685,Item318,29194,5b6d0a74-7b1b-482c-8f32-62507223e4df,
60094,160267,Item319,54634,751f2b7d-cc40-47c6-b550-63963ca8c779,
64499,64080,Item320,58064,6a26c599-55d1-4d81-a7a8-a6b1437cdd30,
93685,153334,Item321,55376,2a931953-df62-46df-9642-1a3531bbdb39,
676,179687,Item322,64209,5dc5d442-080a-4fe9-979a-71f989b6b499,
132888,162420,Item323,22399,0b13844c-c1c3-464e-b4a9-50e5a0440edf,
59245,61440,Item324,78647,624f9c86-08d8-4caa-880a-76d846fea12d,
172490,134703,Item325,26019,bbaa7df5-86ee-4081-a0a0-c88105fd39f1,
93531,89783,Item326,42035,ec9a4aed-e357-4eb6-ad9c-78dbeebf9bd5,
38168,124788,Item327,85897,6ecbccfb-40be-4642-91d4-abdba7cf9b98,
67378,62628,Item328,10139,ef7983fd-95a3-4875-8f12-62a965c949dd,
105128,63611,Item329,21418,496b6d89-65b1-4da5-8ff2-3b14c4e38071,
141081,181293,Item330,27730,dd1987e5-b67e-4147-b95b-756f50a253e9,
88139,9716,Item331,96789,108f8c55-1a7d-4e19-bc89-8e31dff86e5d,
93,150655,Item332,67586,f032d84e-6f6a-4ab4-b85b-755bc49aee0c,
156508,134757,Item333,31310,640afa8a-bd03-4224-93f2-a5c933a85ebc,
118563,147421,Item334,56106,952f1992-00bf-4ed5-ace7-7c399c719daa,
100705,126926,Item335,66541,b7bd8639-1849-427c-a6ea-98eee9ae1102,
51929,125120,Item336,69916,0316da97-a330-437d-9a11-e13399e32def,
25989,117375,Item337,90204,3952a421-c2aa-4fb4-8902-d37b1ee79906,
123821,84707,Item338,50764,e438c79b-d6ec-4372-9690-6edaa7fd0015,
29150,27352,Item339,24163,446f0697-4acf-457a-83d2-5e062d821368,
139590,97341,Item340,78366,30767290-4a10-4e7b-9100-579b90b0a761,
